store_code,city,province,week_ending,avg_temp,max_temp,total_precip,sunshine_hours,rain_days,snow_days,bad_weather_days
CP202,Nepean,ON,2025-03-23,2.01,18.0,7.4,67.09,2,1,3
CP202,Nepean,ON,2025-03-30,-0.09,9.9,32.5,40.22,0,6,6
CP202,Nepean,ON,2025-04-06,2.9,19.0,38.9,51.68,3,1,4
CP202,Nepean,ON,2025-04-13,0.93,14.6,20.0,50.33,1,4,5
CP202,Nepean,ON,2025-04-20,6.5,23.0,17.2,59.18,4,1,5
CP202,Nepean,ON,2025-04-27,8.97,18.9,31.4,49.52,6,0,6
CP202,Nepean,ON,2025-05-04,11.11,23.7,16.6,75.97,4,0,4
CP202,Nepean,ON,2025-05-11,11.6,21.5,17.8,50.31,5,0,5
CP202,Nepean,ON,2025-05-18,16.56,25.2,23.4,67.69,6,0,6
CP202,Nepean,ON,2025-05-25,9.49,17.5,13.7,19.46,6,0,6
CP202,Nepean,ON,2025-06-01,14.54,24.4,16.9,54.52,4,0,4
CP202,Nepean,ON,2025-06-08,18.26,27.5,1.1,93.44,1,0,1
CP202,Nepean,ON,2025-06-15,16.86,23.9,21.6,86.96,4,0,4
CP202,Nepean,ON,2025-06-22,21.36,28.0,30.1,81.71,5,0,5
CP202,Nepean,ON,2025-06-29,22.74,34.0,11.3,74.98,4,0,4
CP202,Nepean,ON,2025-07-06,22.53,31.6,27.2,92.54,3,0,3
CP202,Nepean,ON,2025-07-13,22.87,30.9,45.0,86.31,5,0,5
CP202,Nepean,ON,2025-07-20,22.86,33.1,34.0,91.79,4,0,4
CP202,Nepean,ON,2025-07-27,21.96,33.2,3.5,94.61,3,0,3
CP202,Nepean,ON,2025-08-03,22.46,33.4,0.1,91.72,1,0,1
CP202,Nepean,ON,2025-08-10,23.29,33.2,1.8,96.23,2,0,2
CP202,Nepean,ON,2025-08-17,23.74,33.2,5.4,85.93,3,0,3
CP202,Nepean,ON,2025-08-24,19.64,27.6,3.5,68.61,3,0,3
CP202,Nepean,ON,2025-08-31,16.0,23.2,20.2,68.64,5,0,5
CP202,Nepean,ON,2025-09-07,17.23,25.8,8.7,68.69,5,0,5
CP202,Nepean,ON,2025-09-14,15.06,22.5,0.0,82.3,0,0,0
CP202,Nepean,ON,2025-09-21,15.14,24.2,0.0,83.4,0,0,0
CP202,Nepean,ON,2025-09-28,17.5,23.4,32.3,44.9,4,0,4
CP202,Nepean,ON,2025-10-05,15.4,30.1,0.0,79.69,0,0,0
CP202,Nepean,ON,2025-10-12,12.39,28.6,14.5,66.51,3,0,3
CP202,Nepean,ON,2025-10-19,10.94,25.5,0.6,62.91,1,0,1
CP202,Nepean,ON,2025-10-26,8.31,19.2,15.0,40.32,5,0,5
CP202,Nepean,ON,2025-11-02,4.64,11.2,49.0,41.78,3,0,3
CP202,Nepean,ON,2025-11-09,2.89,11.1,33.9,20.61,5,1,6
CP202,Nepean,ON,2025-11-16,-0.64,3.7,22.1,20.09,2,5,7
CP202,Nepean,ON,2025-11-23,-1.53,6.8,5.4,38.69,1,2,3
CP202,Nepean,ON,2025-11-30,0.54,7.4,13.8,14.8,2,3,5
CP202,Nepean,ON,2025-12-07,-7.99,0.9,7.8,24.18,0,7,7
CP202,Nepean,ON,2025-12-14,-10.6,-1.8,17.6,33.28,0,6,6
CP202,Nepean,ON,2025-12-21,-3.19,9.8,18.9,26.12,1,5,6
CP202,Nepean,ON,2025-12-28,-10.47,-1.1,15.4,22.81,1,6,7
CP202,Nepean,ON,2026-01-04,-12.96,4.0,16.5,47.33,0,5,5
CP202,Nepean,ON,2026-01-11,-3.91,6.8,22.0,16.15,2,5,7
CP202,Nepean,ON,2026-01-18,-6.33,3.7,23.3,15.92,0,6,6
CP202,Nepean,ON,2026-01-25,-13.96,-1.4,9.7,37.55,0,5,5
CP202,Nepean,ON,2026-02-01,-16.17,-9.4,7.1,44.63,0,2,2
CP202,Nepean,ON,2026-02-08,-13.89,-3.8,8.0,47.63,0,4,4
CP202,Nepean,ON,2026-02-15,-9.67,-0.9,8.2,48.07,0,4,4
CP202,Nepean,ON,2026-02-22,-5.44,3.2,15.1,38.4,0,5,5
CP202,Nepean,ON,2026-03-01,-7.39,4.9,9.6,57.68,0,4,4
CP202,Nepean,ON,2026-03-08,-2.64,9.8,10.6,54.79,2,0,2
CP202,Nepean,ON,2026-03-15,0.13,15.0,32.7,32.13,3,3,6
CP202,Nepean,ON,2026-03-22,-2.17,17.6,24.2,30.11,0,7,7
CP202,Nepean,ON,2026-04-05,4.56,17.8,30.0,23.3,4,1,4
CP202,Nepean,ON,2026-04-12,3.21,14.0,7.8,71.46,4,0,4
CP202,Nepean,ON,2026-04-19,4.97,13.5,5.4,39.82,1,0,1
CP28,Pointe-aux-Trembles,QC,2023-11-05,3.0,7.2,0.0,3.41,0,0,0
CP28,Pointe-aux-Trembles,QC,2023-11-12,1.6,9.8,13.5,42.29,3,1,4
CP28,Pointe-aux-Trembles,QC,2023-11-19,2.74,14.1,11.2,41.61,1,4,5
CP28,Pointe-aux-Trembles,QC,2023-11-26,-1.43,4.1,17.3,43.95,2,2,4
CP28,Pointe-aux-Trembles,QC,2023-12-03,0.24,8.4,37.4,29.5,1,5,6
CP28,Pointe-aux-Trembles,QC,2023-12-10,-6.63,4.5,27.8,28.44,1,2,3
CP28,Pointe-aux-Trembles,QC,2023-12-17,-0.33,7.8,17.0,32.37,1,3,4
CP28,Pointe-aux-Trembles,QC,2023-12-24,-2.71,6.7,49.1,29.2,1,1,2
CP28,Pointe-aux-Trembles,QC,2023-12-31,0.34,5.3,11.0,10.67,3,1,4
CP28,Pointe-aux-Trembles,QC,2024-01-07,-5.3,2.2,13.5,25.81,0,5,5
CP28,Pointe-aux-Trembles,QC,2024-01-14,-4.37,4.4,35.5,29.49,0,5,5
CP28,Pointe-aux-Trembles,QC,2024-01-21,-12.36,-5.6,3.7,40.05,0,3,3
CP28,Pointe-aux-Trembles,QC,2024-01-28,-3.71,1.4,18.0,22.16,0,5,5
CP28,Pointe-aux-Trembles,QC,2024-02-04,-5.56,2.2,3.6,32.04,0,2,2
CP28,Pointe-aux-Trembles,QC,2024-02-11,-2.87,7.2,10.1,53.66,2,2,4
CP28,Pointe-aux-Trembles,QC,2024-02-18,-7.09,1.9,7.7,41.43,0,6,6
CP28,Pointe-aux-Trembles,QC,2024-02-25,-7.33,5.1,0.7,62.19,0,1,1
CP28,Pointe-aux-Trembles,QC,2024-03-03,-0.44,14.4,9.5,50.48,2,3,5
CP28,Pointe-aux-Trembles,QC,2024-03-10,2.91,12.4,39.2,34.72,1,2,3
CP28,Pointe-aux-Trembles,QC,2024-03-17,1.86,11.6,13.2,55.16,2,3,5
CP28,Pointe-aux-Trembles,QC,2024-03-24,-3.07,5.2,9.4,54.59,0,4,4
CP28,Pointe-aux-Trembles,QC,2024-03-31,3.81,14.3,4.7,69.83,1,0,1
CP28,Pointe-aux-Trembles,QC,2024-04-07,2.91,13.1,33.0,42.72,1,3,4
CP28,Pointe-aux-Trembles,QC,2024-04-14,9.19,21.6,62.4,52.77,5,0,5
CP28,Pointe-aux-Trembles,QC,2024-04-21,7.16,14.2,12.0,65.15,3,1,4
CP28,Pointe-aux-Trembles,QC,2024-04-28,7.19,20.2,24.8,74.88,2,1,3
CP28,Pointe-aux-Trembles,QC,2024-05-05,10.4,20.0,29.5,46.68,7,0,7
CP28,Pointe-aux-Trembles,QC,2024-05-12,12.21,21.8,16.0,77.65,4,0,4
CP28,Pointe-aux-Trembles,QC,2024-05-19,17.09,24.8,8.7,84.4,4,0,4
CP28,Pointe-aux-Trembles,QC,2024-05-26,19.86,29.9,2.8,88.24,4,0,4
CP28,Pointe-aux-Trembles,QC,2024-06-02,17.69,26.5,22.4,86.39,3,0,3
CP28,Pointe-aux-Trembles,QC,2024-06-09,20.36,30.0,28.9,83.59,5,0,5
CP28,Pointe-aux-Trembles,QC,2024-06-16,17.21,28.1,8.2,72.96,4,0,4
CP28,Pointe-aux-Trembles,QC,2024-06-23,23.61,33.0,64.2,59.33,5,0,5
CP28,Pointe-aux-Trembles,QC,2024-06-30,19.43,28.1,46.8,69.1,5,0,5
CP28,Pointe-aux-Trembles,QC,2024-07-07,22.49,28.5,32.3,82.73,5,0,5
CP28,Pointe-aux-Trembles,QC,2024-07-14,22.93,29.2,62.2,72.52,5,0,5
CP28,Pointe-aux-Trembles,QC,2024-07-21,21.96,30.0,16.9,83.83,6,0,6
CP28,Pointe-aux-Trembles,QC,2024-07-28,21.43,28.8,13.3,92.16,4,0,4
CP28,Pointe-aux-Trembles,QC,2024-08-04,24.86,31.1,34.7,83.37,6,0,6
CP28,Pointe-aux-Trembles,QC,2024-08-11,19.67,26.0,120.5,67.85,4,0,4
CP28,Pointe-aux-Trembles,QC,2024-08-18,21.83,28.9,16.8,76.79,6,0,6
CP28,Pointe-aux-Trembles,QC,2024-08-25,17.6,25.1,47.7,46.64,5,0,5
CP28,Pointe-aux-Trembles,QC,2024-09-01,19.74,27.9,33.1,72.62,4,0,4
CP28,Pointe-aux-Trembles,QC,2024-09-08,16.71,25.5,19.1,70.69,2,0,2
CP28,Pointe-aux-Trembles,QC,2024-09-15,17.69,27.3,1.8,82.71,1,0,1
CP28,Pointe-aux-Trembles,QC,2024-09-22,19.57,27.9,0.1,79.27,1,0,1
CP28,Pointe-aux-Trembles,QC,2024-09-29,15.96,21.6,20.7,43.42,3,0,3
CP28,Pointe-aux-Trembles,QC,2024-10-06,15.2,22.2,12.0,69.92,5,0,5
CP28,Pointe-aux-Trembles,QC,2024-10-13,10.06,17.4,10.3,57.46,6,0,6
CP28,Pointe-aux-Trembles,QC,2024-10-20,8.36,18.6,7.5,52.05,3,0,3
CP28,Pointe-aux-Trembles,QC,2024-10-27,10.73,22.9,0.9,59.28,2,0,2
CP28,Pointe-aux-Trembles,QC,2024-11-03,8.49,22.5,11.5,51.19,4,0,4
CP28,Pointe-aux-Trembles,QC,2024-11-10,8.67,20.6,12.6,41.89,6,0,6
CP28,Pointe-aux-Trembles,QC,2024-11-17,3.31,12.6,12.6,54.71,2,0,2
CP28,Pointe-aux-Trembles,QC,2024-11-24,5.3,10.8,13.8,29.71,4,1,5
CP28,Pointe-aux-Trembles,QC,2024-12-01,0.94,5.2,14.0,21.94,0,5,5
CP28,Pointe-aux-Trembles,QC,2024-12-08,-3.8,2.2,21.5,29.4,0,5,5
CP28,Pointe-aux-Trembles,QC,2024-12-15,-5.99,3.5,29.9,31.75,1,3,4
CP28,Pointe-aux-Trembles,QC,2024-12-22,-5.21,6.2,15.6,29.66,1,4,5
CP28,Pointe-aux-Trembles,QC,2024-12-29,-9.46,5.6,13.9,28.54,1,2,3
CP28,Pointe-aux-Trembles,QC,2025-01-05,-3.09,9.6,15.4,16.12,2,5,7
CP28,Pointe-aux-Trembles,QC,2025-01-12,-9.9,-5.0,14.6,24.95,0,4,4
CP28,Pointe-aux-Trembles,QC,2025-01-19,-6.36,1.4,12.3,25.08,0,7,7
CP28,Pointe-aux-Trembles,QC,2025-01-26,-13.96,-1.6,3.8,50.82,0,4,4
CP28,Pointe-aux-Trembles,QC,2025-02-02,-13.26,-0.5,11.7,39.07,0,6,6
CP28,Pointe-aux-Trembles,QC,2025-02-09,-9.89,-0.3,14.3,39.8,0,4,4
CP28,Pointe-aux-Trembles,QC,2025-02-16,-11.57,1.1,52.6,45.52,0,5,5
CP28,Pointe-aux-Trembles,QC,2025-02-23,-11.3,-1.1,2.8,57.23,0,2,2
CP28,Pointe-aux-Trembles,QC,2025-03-02,-4.91,4.4,13.4,35.99,2,4,6
CP28,Pointe-aux-Trembles,QC,2025-03-09,-4.39,6.4,23.0,36.88,0,7,7
CP28,Pointe-aux-Trembles,QC,2025-03-16,-0.57,13.7,16.7,59.47,3,1,4
CP28,Pointe-aux-Trembles,QC,2025-03-23,2.17,17.0,7.9,61.02,2,2,4
CP28,Pointe-aux-Trembles,QC,2025-03-30,-0.23,6.8,24.2,45.82,1,5,6
CP28,Pointe-aux-Trembles,QC,2025-04-06,3.44,18.3,30.7,52.27,4,1,5
CP28,Pointe-aux-Trembles,QC,2025-04-13,1.8,15.1,10.9,54.36,1,2,3
CP28,Pointe-aux-Trembles,QC,2025-04-20,7.0,21.1,10.7,63.37,4,1,5
CP28,Pointe-aux-Trembles,QC,2025-04-27,8.6,17.5,33.9,53.22,5,1,6
CP28,Pointe-aux-Trembles,QC,2025-05-04,11.84,22.5,21.3,74.24,4,0,4
CP28,Pointe-aux-Trembles,QC,2025-05-11,11.9,22.0,22.9,49.69,5,0,5
CP28,Pointe-aux-Trembles,QC,2025-05-18,17.36,27.3,34.4,72.58,5,0,5
CP28,Pointe-aux-Trembles,QC,2025-05-25,9.76,17.3,28.0,13.68,7,0,7
CP28,Pointe-aux-Trembles,QC,2025-06-01,15.31,25.8,20.3,56.4,6,0,6
CP28,Pointe-aux-Trembles,QC,2025-06-08,19.19,29.1,1.7,96.27,2,0,2
CP28,Pointe-aux-Trembles,QC,2025-06-15,17.61,26.4,15.3,89.5,4,0,4
CP28,Pointe-aux-Trembles,QC,2025-06-22,22.24,29.5,28.6,79.0,5,0,5
CP28,Pointe-aux-Trembles,QC,2025-06-29,22.71,33.7,13.8,72.76,5,0,5
CP28,Pointe-aux-Trembles,QC,2025-07-06,22.1,30.1,27.6,78.06,4,0,4
CP28,Pointe-aux-Trembles,QC,2025-07-13,22.64,31.4,41.9,88.65,6,0,6
CP28,Pointe-aux-Trembles,QC,2025-07-20,23.44,32.2,29.5,88.84,3,0,3
CP28,Pointe-aux-Trembles,QC,2025-07-27,22.47,33.0,4.1,91.16,4,0,4
CP28,Pointe-aux-Trembles,QC,2025-08-03,21.97,30.1,2.6,93.83,2,0,2
CP28,Pointe-aux-Trembles,QC,2025-08-10,23.46,33.3,0.5,96.49,1,0,1
CP28,Pointe-aux-Trembles,QC,2025-08-17,24.44,34.1,7.0,89.39,2,0,2
CP28,Pointe-aux-Trembles,QC,2025-08-24,20.01,29.4,11.3,85.09,3,0,3
CP28,Pointe-aux-Trembles,QC,2025-08-31,16.86,24.4,34.2,73.76,5,0,5
CP28,Pointe-aux-Trembles,QC,2025-09-07,17.89,25.9,21.9,71.67,5,0,5
CP28,Pointe-aux-Trembles,QC,2025-09-14,15.59,23.0,0.1,81.54,1,0,1
CP28,Pointe-aux-Trembles,QC,2025-09-21,15.87,24.7,0.0,80.57,0,0,0
CP28,Pointe-aux-Trembles,QC,2025-09-28,16.96,22.5,19.4,52.6,4,0,4
CP28,Pointe-aux-Trembles,QC,2025-10-05,15.11,28.8,0.0,78.01,0,0,0
CP28,Pointe-aux-Trembles,QC,2025-10-12,13.04,28.2,12.0,70.59,2,0,2
CP28,Pointe-aux-Trembles,QC,2025-10-19,10.26,21.5,0.0,56.41,0,0,0
CP28,Pointe-aux-Trembles,QC,2025-10-26,9.63,19.5,28.7,39.91,6,0,6
CP28,Pointe-aux-Trembles,QC,2025-11-02,5.96,11.5,53.8,34.34,3,0,3
CP28,Pointe-aux-Trembles,QC,2025-11-09,3.7,11.6,33.8,29.15,5,2,7
CP28,Pointe-aux-Trembles,QC,2025-11-16,-0.44,1.9,41.8,11.38,0,7,7
CP28,Pointe-aux-Trembles,QC,2025-11-23,-2.27,2.4,6.0,29.6,0,4,4
CP28,Pointe-aux-Trembles,QC,2025-11-30,0.07,3.6,20.0,23.7,1,4,5
CP28,Pointe-aux-Trembles,QC,2025-12-07,-8.61,1.5,10.3,32.04,0,6,6
CP28,Pointe-aux-Trembles,QC,2025-12-14,-10.4,-2.0,16.9,31.95,0,5,5
CP28,Pointe-aux-Trembles,QC,2025-12-21,-3.63,9.1,24.6,25.97,0,4,4
CP28,Pointe-aux-Trembles,QC,2025-12-28,-11.71,-5.1,14.7,38.36,0,5,5
CP28,Pointe-aux-Trembles,QC,2026-01-04,-13.94,2.7,13.1,43.74,0,5,5
CP28,Pointe-aux-Trembles,QC,2026-01-11,-4.57,6.6,28.8,22.68,1,4,5
CP28,Pointe-aux-Trembles,QC,2026-01-18,-5.86,3.5,21.2,19.11,0,7,7
CP28,Pointe-aux-Trembles,QC,2026-01-25,-13.67,-1.6,10.7,39.5,0,6,6
CP28,Pointe-aux-Trembles,QC,2026-02-01,-16.01,-11.9,9.1,45.69,0,3,3
CP28,Pointe-aux-Trembles,QC,2026-02-08,-13.27,-5.4,5.2,55.67,0,5,5
CP28,Pointe-aux-Trembles,QC,2026-02-15,-10.17,-1.0,6.8,58.19,0,3,3
CP28,Pointe-aux-Trembles,QC,2026-02-22,-6.66,1.4,6.9,52.76,0,3,3
CP28,Pointe-aux-Trembles,QC,2026-03-01,-7.61,5.1,9.4,49.7,1,4,5
CP28,Pointe-aux-Trembles,QC,2026-03-08,-4.2,7.4,15.8,56.29,2,0,2
CP28,Pointe-aux-Trembles,QC,2026-03-15,0.27,14.9,37.9,26.96,3,4,7
CP28,Pointe-aux-Trembles,QC,2026-03-22,-2.11,13.2,29.2,38.47,1,5,6
CP28,Pointe-aux-Trembles,QC,2026-04-05,4.52,17.0,40.75,19.38,5,1,5
CP28,Pointe-aux-Trembles,QC,2026-04-12,4.29,15.9,8.1,73.74,3,0,3
CP28,Pointe-aux-Trembles,QC,2026-04-19,5.92,13.7,4.2,39.81,1,1,2
CP32,St-Hyacinthe,QC,2023-11-05,3.2,6.4,0.0,4.35,0,0,0
CP32,St-Hyacinthe,QC,2023-11-12,1.63,10.0,14.4,36.76,3,1,4
CP32,St-Hyacinthe,QC,2023-11-19,2.73,13.4,9.1,36.62,2,2,4
CP32,St-Hyacinthe,QC,2023-11-26,-1.49,5.4,18.6,41.36,1,3,4
CP32,St-Hyacinthe,QC,2023-12-03,0.37,8.3,38.1,27.0,1,6,7
CP32,St-Hyacinthe,QC,2023-12-10,-6.34,7.1,32.0,27.34,1,2,3
CP32,St-Hyacinthe,QC,2023-12-17,-0.24,7.6,16.0,36.6,1,2,3
CP32,St-Hyacinthe,QC,2023-12-24,-1.89,9.4,48.9,24.51,1,2,3
CP32,St-Hyacinthe,QC,2023-12-31,0.9,6.8,13.9,14.43,3,2,5
CP32,St-Hyacinthe,QC,2024-01-07,-5.17,2.7,10.8,29.86,0,5,5
CP32,St-Hyacinthe,QC,2024-01-14,-3.74,4.6,36.3,30.53,0,5,5
CP32,St-Hyacinthe,QC,2024-01-21,-11.74,-4.9,4.2,38.88,0,2,2
CP32,St-Hyacinthe,QC,2024-01-28,-3.7,1.1,19.3,18.74,0,5,5
CP32,St-Hyacinthe,QC,2024-02-04,-5.79,1.2,4.6,25.67,1,1,2
CP32,St-Hyacinthe,QC,2024-02-11,-2.44,8.8,5.9,54.59,1,4,5
CP32,St-Hyacinthe,QC,2024-02-18,-5.73,2.0,6.9,43.89,0,6,6
CP32,St-Hyacinthe,QC,2024-02-25,-6.69,8.1,0.3,59.42,1,1,2
CP32,St-Hyacinthe,QC,2024-03-03,0.61,15.1,14.9,43.41,2,4,6
CP32,St-Hyacinthe,QC,2024-03-10,3.46,13.9,42.0,33.41,2,2,4
CP32,St-Hyacinthe,QC,2024-03-17,1.61,10.7,13.5,51.47,2,3,5
CP32,St-Hyacinthe,QC,2024-03-24,-3.14,5.1,14.3,53.14,0,4,4
CP32,St-Hyacinthe,QC,2024-03-31,3.86,16.2,2.2,62.15,1,0,1
CP32,St-Hyacinthe,QC,2024-04-07,2.83,12.1,28.3,44.82,3,2,5
CP32,St-Hyacinthe,QC,2024-04-14,9.54,22.2,74.6,52.25,5,0,5
CP32,St-Hyacinthe,QC,2024-04-21,7.27,16.0,7.3,62.69,6,0,6
CP32,St-Hyacinthe,QC,2024-04-28,6.79,19.0,17.8,73.46,2,2,4
CP32,St-Hyacinthe,QC,2024-05-05,10.76,20.9,28.8,48.35,5,0,5
CP32,St-Hyacinthe,QC,2024-05-12,11.86,20.6,12.6,69.43,4,0,4
CP32,St-Hyacinthe,QC,2024-05-19,16.89,25.0,24.4,77.06,4,0,4
CP32,St-Hyacinthe,QC,2024-05-26,19.57,28.5,2.4,85.03,4,0,4
CP32,St-Hyacinthe,QC,2024-06-02,17.21,26.5,17.3,91.85,3,0,3
CP32,St-Hyacinthe,QC,2024-06-09,20.16,29.4,35.5,83.43,4,0,4
CP32,St-Hyacinthe,QC,2024-06-16,17.09,26.4,15.2,74.35,5,0,5
CP32,St-Hyacinthe,QC,2024-06-23,23.37,33.9,54.2,57.35,6,0,6
CP32,St-Hyacinthe,QC,2024-06-30,19.2,27.9,54.9,67.79,5,0,5
CP32,St-Hyacinthe,QC,2024-07-07,22.03,28.0,14.9,81.35,5,0,5
CP32,St-Hyacinthe,QC,2024-07-14,22.67,28.7,57.7,73.59,5,0,5
CP32,St-Hyacinthe,QC,2024-07-21,21.63,29.1,9.0,87.1,5,0,5
CP32,St-Hyacinthe,QC,2024-07-28,20.81,28.1,18.6,90.14,4,0,4
CP32,St-Hyacinthe,QC,2024-08-04,24.3,30.3,51.5,75.6,6,0,6
CP32,St-Hyacinthe,QC,2024-08-11,19.17,26.0,80.8,67.84,6,0,6
CP32,St-Hyacinthe,QC,2024-08-18,20.97,27.7,7.5,83.09,6,0,6
CP32,St-Hyacinthe,QC,2024-08-25,17.11,24.8,67.6,48.48,6,0,6
CP32,St-Hyacinthe,QC,2024-09-01,19.13,27.5,31.6,70.09,3,0,3
CP32,St-Hyacinthe,QC,2024-09-08,16.44,24.6,14.1,74.99,3,0,3
CP32,St-Hyacinthe,QC,2024-09-15,17.06,26.8,0.3,82.06,2,0,2
CP32,St-Hyacinthe,QC,2024-09-22,19.36,27.1,0.3,76.99,2,0,2
CP32,St-Hyacinthe,QC,2024-09-29,15.56,21.4,29.0,40.87,4,0,4
CP32,St-Hyacinthe,QC,2024-10-06,14.89,22.0,7.5,65.83,5,0,5
CP32,St-Hyacinthe,QC,2024-10-13,9.87,17.8,10.5,59.3,6,0,6
CP32,St-Hyacinthe,QC,2024-10-20,7.77,18.5,15.6,49.64,3,0,3
CP32,St-Hyacinthe,QC,2024-10-27,10.71,21.7,3.9,57.77,2,0,2
CP32,St-Hyacinthe,QC,2024-11-03,7.84,22.8,12.0,43.34,4,0,4
CP32,St-Hyacinthe,QC,2024-11-10,8.0,20.8,7.3,36.48,5,0,5
CP32,St-Hyacinthe,QC,2024-11-17,2.94,12.0,20.1,55.56,2,0,2
CP32,St-Hyacinthe,QC,2024-11-24,5.41,10.9,6.9,22.78,4,1,5
CP32,St-Hyacinthe,QC,2024-12-01,0.97,5.3,15.2,24.34,0,6,6
CP32,St-Hyacinthe,QC,2024-12-08,-4.01,2.2,19.1,32.3,0,5,5
CP32,St-Hyacinthe,QC,2024-12-15,-4.94,3.8,31.7,33.23,1,3,4
CP32,St-Hyacinthe,QC,2024-12-22,-4.2,6.8,13.9,27.44,1,4,5
CP32,St-Hyacinthe,QC,2024-12-29,-9.3,3.3,14.2,25.12,1,2,3
CP32,St-Hyacinthe,QC,2025-01-05,-3.16,9.6,23.5,13.05,2,5,7
CP32,St-Hyacinthe,QC,2025-01-12,-10.33,-4.7,12.5,24.41,0,4,4
CP32,St-Hyacinthe,QC,2025-01-19,-6.03,1.9,10.0,19.37,0,7,7
CP32,St-Hyacinthe,QC,2025-01-26,-13.46,-1.4,3.4,52.63,0,3,3
CP32,St-Hyacinthe,QC,2025-02-02,-12.61,-0.3,12.2,37.55,0,6,6
CP32,St-Hyacinthe,QC,2025-02-09,-9.16,-0.1,16.9,40.82,0,5,5
CP32,St-Hyacinthe,QC,2025-02-16,-11.17,1.8,51.6,42.61,0,5,5
CP32,St-Hyacinthe,QC,2025-02-23,-11.24,-1.2,4.5,56.94,0,4,4
CP32,St-Hyacinthe,QC,2025-03-02,-4.1,4.5,13.1,39.88,3,3,6
CP32,St-Hyacinthe,QC,2025-03-09,-4.03,7.8,26.9,34.49,0,7,7
CP32,St-Hyacinthe,QC,2025-03-16,1.69,17.8,14.4,58.31,2,1,3
CP32,St-Hyacinthe,QC,2025-03-23,3.13,19.7,9.3,60.79,1,4,5
CP32,St-Hyacinthe,QC,2025-03-30,0.34,6.6,32.4,47.9,0,7,7
CP32,St-Hyacinthe,QC,2025-04-06,4.49,17.4,29.7,50.38,3,2,5
CP32,St-Hyacinthe,QC,2025-04-13,1.93,15.4,9.9,54.26,2,2,4
CP32,St-Hyacinthe,QC,2025-04-20,7.64,21.5,16.1,61.05,5,1,6
CP32,St-Hyacinthe,QC,2025-04-27,8.96,18.0,42.5,50.41,5,1,6
CP32,St-Hyacinthe,QC,2025-05-04,12.2,25.3,27.2,70.85,4,0,4
CP32,St-Hyacinthe,QC,2025-05-11,12.23,23.0,24.8,49.76,4,0,4
CP32,St-Hyacinthe,QC,2025-05-18,17.79,28.5,31.9,75.26,4,0,4
CP32,St-Hyacinthe,QC,2025-05-25,9.6,17.1,16.9,17.89,6,0,6
CP32,St-Hyacinthe,QC,2025-06-01,15.24,26.5,34.8,54.11,4,0,4
CP32,St-Hyacinthe,QC,2025-06-08,18.79,28.7,1.3,96.44,2,0,2
CP32,St-Hyacinthe,QC,2025-06-15,17.16,25.2,14.0,86.84,3,0,3
CP32,St-Hyacinthe,QC,2025-06-22,21.44,29.6,43.3,74.29,6,0,6
CP32,St-Hyacinthe,QC,2025-06-29,21.99,33.5,59.3,74.5,5,0,5
CP32,St-Hyacinthe,QC,2025-07-06,21.36,29.6,48.4,83.66,5,0,5
CP32,St-Hyacinthe,QC,2025-07-13,22.1,30.1,41.3,88.29,6,0,6
CP32,St-Hyacinthe,QC,2025-07-20,22.7,31.4,31.8,86.0,3,0,3
CP32,St-Hyacinthe,QC,2025-07-27,21.23,32.4,3.8,90.52,3,0,3
CP32,St-Hyacinthe,QC,2025-08-03,21.2,30.3,5.4,91.53,3,0,3
CP32,St-Hyacinthe,QC,2025-08-10,22.2,32.3,0.0,94.69,0,0,0
CP32,St-Hyacinthe,QC,2025-08-17,22.74,32.9,6.9,84.38,2,0,2
CP32,St-Hyacinthe,QC,2025-08-24,18.57,27.6,13.3,84.35,2,0,2
CP32,St-Hyacinthe,QC,2025-08-31,16.17,24.1,27.1,64.47,4,0,4
CP32,St-Hyacinthe,QC,2025-09-07,17.74,27.1,28.1,70.81,5,0,5
CP32,St-Hyacinthe,QC,2025-09-14,14.91,22.8,0.1,83.07,1,0,1
CP32,St-Hyacinthe,QC,2025-09-21,14.97,25.5,0.2,81.37,1,0,1
CP32,St-Hyacinthe,QC,2025-09-28,17.01,22.9,20.7,56.28,4,0,4
CP32,St-Hyacinthe,QC,2025-10-05,14.49,29.1,0.0,77.81,0,0,0
CP32,St-Hyacinthe,QC,2025-10-12,12.74,28.2,17.2,72.48,2,0,2
CP32,St-Hyacinthe,QC,2025-10-19,10.07,23.7,0.1,52.84,1,0,1
CP32,St-Hyacinthe,QC,2025-10-26,9.49,20.3,35.3,40.36,5,0,5
CP32,St-Hyacinthe,QC,2025-11-02,5.96,11.9,52.0,32.76,3,0,3
CP32,St-Hyacinthe,QC,2025-11-09,3.94,13.2,29.4,29.48,5,2,7
CP32,St-Hyacinthe,QC,2025-11-16,-0.34,3.8,55.8,17.08,0,7,7
CP32,St-Hyacinthe,QC,2025-11-23,-2.24,2.4,6.9,29.09,0,5,5
CP32,St-Hyacinthe,QC,2025-11-30,0.6,5.2,16.6,17.53,1,5,6
CP32,St-Hyacinthe,QC,2025-12-07,-7.57,1.5,10.0,31.45,1,5,6
CP32,St-Hyacinthe,QC,2025-12-14,-9.74,-1.9,16.3,30.48,0,6,6
CP32,St-Hyacinthe,QC,2025-12-21,-3.23,11.9,22.9,27.22,0,6,6
CP32,St-Hyacinthe,QC,2025-12-28,-11.01,-1.3,17.6,37.58,0,5,5
CP32,St-Hyacinthe,QC,2026-01-04,-13.61,3.5,17.7,40.98,0,6,6
